	Date	PX_LAST	PX_VOLUME	Valuation
STX US Equity	9/30/15	44.8	323115985	14475596128
STX US Equity	6/30/15	47.5	210455120	9996618200
STX US Equity	3/31/15	52.03	224086149	11659202332
STX US Equity	12/31/14	66.5	179702897	11950242651
STX US Equity	9/30/14	57.27	150429122	8615075817
STX US Equity	6/30/14	56.82	170115783	9665978790
STX US Equity	3/31/14	56.16	226825872	12738540972
STX US Equity	12/31/13	56.16	224870628	12628734468
STX US Equity	9/30/13	43.76	229699570	10051653183
STX US Equity	6/28/13	44.83	325349236	14585406250
STX US Equity	3/28/13	36.555	405299310	14815716277
STX US Equity	12/31/12	30.42	547108185	16643030988
STX US Equity	9/28/12	30.96	660396722	20445882513
STX US Equity	6/29/12	24.73	913530864	22591618267
STX US Equity	3/30/12	26.955	735553265	19826838258
STX US Equity	12/30/11	16.4	665308465	10911058826
STX US Equity	9/30/11	10.275	629721453	6470387930
STX US Equity	6/30/11	16.16	738192835	11929196214
STX US Equity	3/31/11	14.405	673298740	9698868350
STX US Equity	12/31/10	15.03	963419569	14480196122
STX US Equity	9/30/10	11.775	934866926	11008058054
STX US Equity	6/30/10	13.04	1014820562	13233260128
STX US Equity	3/31/10	18.26	936559997	17101585545
STX US Equity	12/31/09	18.19	663819254	12074872230
STX US Equity	9/30/09	15.21	742916084	11299753638
STX US Equity	6/30/09	10.46	849055721	8881122842
STX US Equity	3/31/09	6.01	828635682	4980100449
STX US Equity	12/31/08	4.43	587476994	2602523083
STX US Equity	9/30/08	12.12	393960176	4774797333
STX US Equity	6/30/08	19.13	458128240	8763993231
STX US Equity	3/31/08	20.94	490499945	10271068848
STX US Equity	12/31/07	25.5	468025928	11934661164
STX US Equity	9/28/07	25.58	413148119	10568328884
STX US Equity	6/29/07	21.77	488230613	10628780445
STX US Equity	3/30/07	23.3	379156686	8834350784
STX US Equity	12/29/06	26.5	409093700	10840983050
STX US Equity	9/29/06	23.09	407924000	9418965160
STX US Equity	6/30/06	22.64	440142000	9964814880
STX US Equity	3/31/06	26.33	484984900	12769652417
STX US Equity	12/30/05	19.99	328595900	6568632041
STX US Equity	9/30/05	15.85	315637400	5002852790
STX US Equity	6/30/05	17.55	257963100	4527252405
STX US Equity	3/31/05	19.55	255309400	4991298770
STX US Equity	12/31/04	17.27	200554700	3463579669
STX US Equity	9/30/04	13.52	146059300	1974721736
STX US Equity	6/30/04	14.43	197640900	2851958187
STX US Equity	3/31/04	16.13	273484200	4411300146
STX US Equity	12/31/03	18.9	329699826	6231326711
STX US Equity	9/30/03	27.2	216136500	5878912800
STX US Equity	6/30/03	17.65	152032400	2683371860
STX US Equity	3/31/03	10.32	142187200	1467371904
STX US Equity	12/31/02	10.73	88647400	951186602
TRMB US Equity	9/29/17	39.25	57439728	2254509324
TRMB US Equity	6/30/17	35.67	62235438	2219938073
TRMB US Equity	3/31/17	32.01	66635110	2132989871
TRMB US Equity	12/30/16	30.15	99533800	3000944070
TRMB US Equity	9/30/16	28.56	79218601	2262483245
TRMB US Equity	6/30/16	24.36	90595729	2206911958
TRMB US Equity	3/31/16	24.8	98004978	2430523454
TRMB US Equity	12/31/15	21.45	111387802	2389268353
TRMB US Equity	9/30/15	16.42	135500587	2224919639
TRMB US Equity	6/30/15	23.46	100185750	2350357695
TRMB US Equity	3/31/15	25.2	94869970	2390723244
TRMB US Equity	12/31/14	26.54	116938027	3103535237
TRMB US Equity	9/30/14	30.5	101528686	3096624923
TRMB US Equity	6/30/14	36.95	86105270	3181589727
TRMB US Equity	3/31/14	38.87	95941366	3729240896
TRMB US Equity	12/31/13	34.7	95661409	3319450892
TRMB US Equity	9/30/13	29.71	92665412	2753089391
TRMB US Equity	6/28/13	25.99	104227080	2708861809
TRMB US Equity	3/28/13	29.98	87139779	2612450574
TRMB US Equity	12/31/12	29.89	80188598	2396837194
TRMB US Equity	9/28/12	23.83	99602684	2373531960
TRMB US Equity	6/29/12	23.005	132744150	3053779171
TRMB US Equity	3/30/12	27.21	80507774	2190616531
TRMB US Equity	12/30/11	21.7	61975886	1344876726
TRMB US Equity	9/30/11	16.775	76213416	1278480053
TRMB US Equity	6/30/11	19.82	108893518	2158269527
TRMB US Equity	3/31/11	25.27	80976062	2046265087
TRMB US Equity	12/31/10	19.965	62797828	1253758636
TRMB US Equity	9/30/10	17.52	71692722	1256056489
TRMB US Equity	6/30/10	14	83205876	1164882264
TRMB US Equity	3/31/10	14.36	92142970	1323173049
TRMB US Equity	12/31/09	12.6	108899092	1372128559
TRMB US Equity	9/30/09	11.955	96214350	1150242554
TRMB US Equity	6/30/09	9.815	124909514	1225986880
TRMB US Equity	3/31/09	7.64	156315960	1194253934
TRMB US Equity	12/31/08	10.805	162647680	1757408182
TRMB US Equity	9/30/08	12.93	131782226	1703944182
TRMB US Equity	6/30/08	17.85	179994084	3212894399
TRMB US Equity	3/31/08	14.295	145549122	2080624699
TRMB US Equity	12/31/07	15.12	130693114	1976079884
TRMB US Equity	9/28/07	19.605	104045364	2039809361
TRMB US Equity	6/29/07	16.1	81683584	1315105702
TRMB US Equity	3/30/07	13.42	88959060	1193830585
TRMB US Equity	12/29/06	12.6825	106996612	1356984532
TRMB US Equity	9/29/06	11.77	116865224	1375503686
TRMB US Equity	6/30/06	11.16	77842904	868726808.6
TRMB US Equity	3/31/06	11.2625	93886508	1057396796
TRMB US Equity	12/30/05	8.8725	106305720	943197500.7
TRMB US Equity	9/30/05	8.4225	133722608	1126278666
TRMB US Equity	6/30/05	9.7425	105097952	1023916797
TRMB US Equity	3/31/05	8.4525	97272692	822197429.1
TRMB US Equity	12/31/04	8.26	105593964	872206142.6
TRMB US Equity	9/30/04	7.9	95988700	758310730
TRMB US Equity	6/30/04	6.9475	92816048	644839493.5
TRMB US Equity	3/31/04	5.745	139217434	799804158.3
TRMB US Equity	12/31/03	6.2067	167351970	1038703472
TRMB US Equity	9/30/03	3.8417	100456638	385924266.2
TRMB US Equity	6/30/03	3.8467	125851338	484112341.9
TRMB US Equity	3/31/03	3.1617	92748720	293243628
TRMB US Equity	12/31/02	2.0817	47378586	98628002.48
TRMB US Equity	9/30/02	1.65	54567708	90036718.2
TRMB US Equity	6/28/02	2.5833	103803000	268154289.9
TRMB US Equity	3/28/02	2.7717	102188400	283235588.3
TRMB US Equity	12/31/01	2.7017	84666600	228743753.2
TRMB US Equity	9/28/01	2.5417	38907600	98891446.92
TRMB US Equity	6/29/01	3.2483	61098600	198466582.4
TRMB US Equity	3/30/01	3.1563	91144200	287678438.5
TRMB US Equity	12/29/00	4	108191400	432765600
TRMB US Equity	9/29/00	3.7292	192844200	719154590.6
TRMB US Equity	6/30/00	8.1354	165510000	1346490054
TRMB US Equity	3/31/00	4.2917	138690000	595215873
TRMB US Equity	12/31/99	3.6042	70826400	255272510.9
TRMB US Equity	9/30/99	1.7813	23488200	41839530.66
TRMB US Equity	6/30/99	2.1458	31875000	68397375
TRMB US Equity	3/31/99	1.625	38302800	62242050
TRMB US Equity	12/31/98	1.2083	62496600	75514641.78
TRMB US Equity	9/30/98	1.6771	47077800	78954178.38
TRMB US Equity	6/30/98	2.6979	42668400	115115076.4
TRMB US Equity	3/31/98	2.9688	54871800	162903399.8
TRMB US Equity	12/31/97	3.6354	53525400	194586239.2
TRMB US Equity	9/30/97	3.2708	49972800	163451034.2
TRMB US Equity	6/30/97	2.9583	45756000	135359974.8
TRMB US Equity	3/31/97	1.9583	37861800	74144762.94
TRMB US Equity	12/31/96	1.9167	69837600	133857727.9
TRMB US Equity	9/30/96	2.7708	46296600	128278619.3
TRMB US Equity	6/28/96	3.2083	100373400	322027979.2
TRMB US Equity	3/29/96	3.8125	71943600	274284975
TRMB US Equity	12/29/95	3.1042	189846600	589321815.7
TRMB US Equity	9/29/95	4.2083	119149200	501415578.4
TRMB US Equity	6/30/95	4.7292	103536600	489645288.7
TRMB US Equity	3/31/95	3.1667	63798600	202031026.6
TRMB US Equity	12/30/94	2.75	40422600	111162150
TRMB US Equity	9/30/94	2.375	45166200	107269725
TRMB US Equity	6/30/94	1.5625	12106800	18916875
TRMB US Equity	3/31/94	1.5417	18365400	28313937.18
TRMB US Equity	12/31/93	1.4792	17955000	26559036
TRMB US Equity	9/30/93	2.0208	39496800	79815133.44
TRMB US Equity	6/30/93	1.6667	19461600	32436648.72
TRMB US Equity	3/31/93	1.3333	21093600	28124096.88
TRMB US Equity	12/31/92	1.4167	23982000	33975299.4
TRMB US Equity	9/30/92	1.2083	14703000	17765634.9
TRMB US Equity	6/30/92	1.4583	36721200	53550525.96
TRMB US Equity	3/31/92	1.8333	57778800	105925874
TRMB US Equity	12/31/91	2.7917	45616800	127348420.6
TRMB US Equity	9/30/91	2.7917	52575600	146775302.5
TRMB US Equity	6/28/91	2.3542	29220000	68789724
TRMB US Equity	3/28/91	2.5208	33484800	84408483.84
TRMB US Equity	12/31/90	1.5417	13445400	20728773.18
TRMB US Equity	9/28/90	1.125	37981200	42728850
GPS US Equity	9/29/17	29.53	381316186	11260266973
GPS US Equity	6/30/17	21.99	379728855	8350237521
GPS US Equity	3/31/17	24.29	369873645	8984230837
GPS US Equity	12/30/16	22.44	394476687	8852056856
GPS US Equity	9/30/16	22.24	405250615	9012773678
GPS US Equity	6/30/16	21.22	494887729	10501517609
GPS US Equity	3/31/16	29.4	398620495	11719442553
GPS US Equity	12/31/15	24.7	365690251	9032549200
GPS US Equity	9/30/15	28.5	303157750	8639995875
GPS US Equity	6/30/15	38.17	241255210	9208711366
GPS US Equity	3/31/15	43.33	249110716	10793967324
GPS US Equity	12/31/14	42.11	321130372	13522799965
GPS US Equity	9/30/14	41.69	225533691	9402499578
GPS US Equity	6/30/14	41.57	251171639	10441205033
GPS US Equity	3/31/14	40.06	334199184	13388019311
GPS US Equity	12/31/13	39.08	308852568	12069958357
GPS US Equity	9/30/13	40.28	206270970	8308594672
GPS US Equity	6/28/13	41.73	234787992	9797702906
GPS US Equity	3/28/13	35.4	287995514	10195041196
GPS US Equity	12/31/12	31.04	359597385	11161902830
GPS US Equity	9/28/12	35.78	397234552	14213052271
GPS US Equity	6/29/12	27.36	475261322	13003149770
GPS US Equity	3/30/12	26.14	444634814	11622754038
GPS US Equity	12/30/11	18.55	343709474	6375810743
GPS US Equity	9/30/11	16.24	567732523	9219976174
GPS US Equity	6/30/11	18.1	571274743	10340072848
GPS US Equity	3/31/11	22.66	572412610	12970869743
GPS US Equity	12/31/10	22.14	567242259	12558743614
GPS US Equity	9/30/10	18.64	629828425	11740001842
GPS US Equity	6/30/10	19.46	589497392	11471619248
GPS US Equity	3/31/10	23.11	566458057	13090845697
GPS US Equity	12/31/09	20.95	545737823	11433207392
GPS US Equity	9/30/09	21.4	596364241	12762194757
GPS US Equity	6/30/09	16.4	677721248	11114628467
GPS US Equity	3/31/09	12.99	569271845	7394841267
GPS US Equity	12/31/08	13.39	669344462	8962522346
GPS US Equity	9/30/08	17.78	687517209	12224055976
GPS US Equity	6/30/08	16.67	630178455	10505074845
GPS US Equity	3/31/08	19.68	668801794	13162019306
GPS US Equity	12/31/07	21.28	529817990	11274526827
GPS US Equity	9/28/07	18.44	581232760	10717932094
GPS US Equity	6/29/07	19.1	444516820	8490271262
GPS US Equity	3/30/07	17.21	465658030	8013974696
GPS US Equity	12/29/06	19.5	418063700	8152242150
GPS US Equity	9/29/06	18.95	429193300	8133213035
GPS US Equity	6/30/06	17.4	310919100	5409992340
GPS US Equity	3/31/06	18.68	361719300	6756916524
GPS US Equity	12/30/05	17.64	313711800	5533876152
GPS US Equity	9/30/05	17.43	304722800	5311318404
GPS US Equity	6/30/05	19.75	302695600	5978238100
GPS US Equity	3/31/05	21.84	339827000	7421821680
GPS US Equity	12/31/04	21.12	368372200	7780020864
GPS US Equity	9/30/04	18.65	393978900	7347706485
GPS US Equity	6/30/04	24.25	281906800	6836239900
GPS US Equity	3/31/04	21.92	358610300	7860737776
GPS US Equity	12/31/03	23.21	337422134	7831567730
GPS US Equity	9/30/03	17.12	349264700	5979411664
GPS US Equity	6/30/03	18.76	407041000	7636089160
GPS US Equity	3/31/03	14.49	392796300	5691618387
GPS US Equity	12/31/02	15.52	444023800	6891249376
GPS US Equity	9/30/02	10.85	293727800	3186946630
GPS US Equity	6/28/02	14.2	384572100	5460923820
GPS US Equity	3/28/02	15.04	444660100	6687687904
GPS US Equity	12/31/01	13.94	374791900	5224599086
GPS US Equity	9/28/01	11.95	336130800	4016763060
GPS US Equity	6/29/01	29	265618900	7702948100
GPS US Equity	3/30/01	23.72	286346500	6792138980
GPS US Equity	12/29/00	25.5	244544800	6235892400
GPS US Equity	9/29/00	20.0625	355973100	7141710319
GPS US Equity	6/30/00	31.25	250112500	7816015625
GPS US Equity	3/31/00	49.8125	189497500	9439344219
GPS US Equity	12/31/99	46	225563700	10375930200
GPS US Equity	9/30/99	32	175923000	5629536000
GPS US Equity	6/30/99	50.375	177529150	8943030931
GPS US Equity	3/31/99	44.875	139986450	6281891944
GPS US Equity	12/31/98	37.4167	214664850	8032050293
GPS US Equity	9/30/98	23.4444	227402325	5331311068
GPS US Equity	6/30/98	27.3056	129746700	3542811492
GPS US Equity	3/31/98	20	109304100	2186082000
GPS US Equity	12/31/97	15.75	149278613	2351138155
GPS US Equity	9/30/97	14.8148	198032519	2933812162
GPS US Equity	6/30/97	11.5185	194996700	2246069489
GPS US Equity	3/31/97	9.9259	230268825	2285625330
GPS US Equity	12/31/96	8.9259	232138575	2072045707
GPS US Equity	9/30/96	8.5556	310484813	2656383866
GPS US Equity	6/28/96	9.5185	247820175	2358876336
GPS US Equity	3/29/96	8.2037	335038275	2748553497
GPS US Equity	12/29/95	6.2222	340366050	2117825636
GPS US Equity	9/29/95	5.3333	210109950	1120579396
GPS US Equity	6/30/95	5.1667	231905700	1198187180
GPS US Equity	3/31/95	5.2593	219710475	1155523301
GPS US Equity	12/30/94	4.5185	372693825	1684017048
GPS US Equity	9/30/94	4.8704	447144975	2177774886
GPS US Equity	6/30/94	6.3333	243736425	1543655900
GPS US Equity	3/31/94	6.5741	242728650	1595722418
GPS US Equity	12/31/93	5.8333	304236675	1774703796
GPS US Equity	9/30/93	4.3704	231563475	1012025011
GPS US Equity	6/30/93	4.4815	240779925	1079055234
GPS US Equity	3/31/93	4.7593	201738600	960134519
GPS US Equity	12/31/92	4.8889	348017850	1701424467
GPS US Equity	9/30/92	4.7407	293836275	1392989629
GPS US Equity	6/30/92	5.1111	355934250	1819215545
GPS US Equity	3/31/92	6.5	316384650	2056500225
GPS US Equity	12/31/91	7.9259	203391000	1612056727
GPS US Equity	9/30/91	6.5556	197243775	1293051291
GPS US Equity	6/28/91	4.4352	221931900	984312362.9
GPS US Equity	3/28/91	3.6944	277577550	1025482501
GPS US Equity	12/31/90	2.4537	276041250	677322415.1
GPS US Equity	9/28/90	1.7593	279274500	491327627.9
GPS US Equity	6/29/90	2.1481	298849500	641958611
GPS US Equity	3/30/90	2.4537	206779500	507374859.2
GPS US Equity	12/29/89	1.9028	306495900	583200398.5
GPS US Equity	9/29/89	2.0926	192577500	402987676.5
GPS US Equity	6/30/89	1.4722	215962200	317939550.8
GPS US Equity	3/31/89	1.463	265080600	387812917.8
GPS US Equity	12/30/88	1.5463	253594800	392133639.2
GPS US Equity	9/30/88	1.1343	207446400	235306451.5
GPS US Equity	6/30/88	1.1481	266584500	306065664.5
GPS US Equity	3/31/88	0.7731	276107400	213458630.9
GPS US Equity	12/31/87	0.75	545013900	408760425
GPS US Equity	9/30/87	1.4167	490263300	694556017.1
GPS US Equity	6/30/87	2.5093	158182200	396926594.5
GPS US Equity	3/31/87	2.1852	200264400	437617766.9
GPS US Equity	12/31/86	1.3241	149796000	198344883.6
GPS US Equity	9/30/86	1.2685	264710700	335785523
GPS US Equity	6/30/86	1.6273	226567800	368693780.9
GPS US Equity	3/31/86	0.9144	212652000	194448988.8
GPS US Equity	12/31/85	0.581	371530800	215859394.8
GPS US Equity	9/30/85	0.2998	118821600	35622715.68
GPS US Equity	6/28/85	0.2755	174927600	48192553.8
GPS US Equity	3/29/85	0.2083	101185200	21076877.16
GPS US Equity	12/31/84	0.191	106110000	20267010
GPS US Equity	9/28/84	0.1991	150724800	30009307.68
GPS US Equity	6/29/84	0.2002	137602800	27548080.56
GPS US Equity	3/30/84	0.2002	153543600	30739428.72
GPS US Equity	12/30/83	0.1944	255549600	49678842.24
GPS US Equity	9/30/83	0.2384	134308800	32019217.92
GPS US Equity	6/30/83	0.375	178210800	66829050
GPS US Equity	3/31/83	0.2546	156454200	39833239.32
GPS US Equity	12/31/82	0.1505	163182600	24558981.3
GPS US Equity	9/30/82	0.1281	145978200	18699807.42
GPS US Equity	6/30/82	0.0926	55242000	5115409.2
GPS US Equity	3/31/82	0.0694	32837400	2278915.56
GPS US Equity	12/31/81	0.0802	46607400	3737913.48
GPS US Equity	9/30/81	0.0826	86022000	7105417.2
GPS US Equity	6/30/81	0.1373	129486600	17778510.18
GPS US Equity	3/31/81	0.0972	81324000	7904692.8
GPS US Equity	12/31/80	0.0664	37357200	2480518.08
GPS US Equity	9/30/80	0.061	51532200	3143464.2
CDNS US Equity	9/29/17	39.47	190052476	7501371228
CDNS US Equity	6/30/17	33.49	134017647	4488250998
CDNS US Equity	3/31/17	31.4	127127104	3991791066
CDNS US Equity	12/30/16	25.22	119198939	3006197242
CDNS US Equity	9/30/16	25.53	121873840	3111439135
CDNS US Equity	6/30/16	24.3	193054110	4691214873
CDNS US Equity	3/31/16	23.58	201892105	4760615836
CDNS US Equity	12/31/15	20.81	212751078	4427349933
CDNS US Equity	9/30/15	20.68	157739816	3262059395
CDNS US Equity	6/30/15	19.66	276302783	5432112714
CDNS US Equity	3/31/15	18.44	189634169	3496854076
CDNS US Equity	12/31/14	18.97	197092692	3738848367
CDNS US Equity	9/30/14	17.21	178207611	3066952985
CDNS US Equity	6/30/14	17.49	223184702	3903500438
CDNS US Equity	3/31/14	15.54	194784324	3026948395
CDNS US Equity	12/31/13	14.02	248138511	3478901924
CDNS US Equity	9/30/13	13.51	216290839	2922089235
CDNS US Equity	6/28/13	14.48	157663105	2282961760
CDNS US Equity	3/28/13	13.93	196627010	2739014249
CDNS US Equity	12/31/12	13.51	138821868	1875483437
CDNS US Equity	9/28/12	12.865	208135030	2677657161
CDNS US Equity	6/29/12	10.99	173419560	1905880964
CDNS US Equity	3/30/12	11.84	199604057	2363312035
CDNS US Equity	12/30/11	10.4	190084395	1976877708
CDNS US Equity	9/30/11	9.24	217821567	2012671279
CDNS US Equity	6/30/11	10.56	190329896	2009883702
CDNS US Equity	3/31/11	9.75	190254933	1854985597
CDNS US Equity	12/31/10	8.26	189505111	1565312217
CDNS US Equity	9/30/10	7.63	267722459	2042722362
CDNS US Equity	6/30/10	5.79	242116394	1401853921
CDNS US Equity	3/31/10	6.67	192625823	1284814239
CDNS US Equity	12/31/09	5.99	237621455	1423352515
CDNS US Equity	9/30/09	7.34	160615995	1178921403
CDNS US Equity	6/30/09	5.9	222073131	1310231473
CDNS US Equity	3/31/09	4.2	194818743	818238720.6
CDNS US Equity	12/31/08	3.66	466249498	1706473163
CDNS US Equity	9/30/08	6.76	398167781	2691614200
CDNS US Equity	6/30/08	10.1	291159295	2940708880
CDNS US Equity	3/31/08	10.68	374066179	3995026792
CDNS US Equity	12/31/07	17.01	214581864	3650037507
CDNS US Equity	9/28/07	22.19	206945859	4592128611
CDNS US Equity	6/29/07	21.96	270257734	5934859839
CDNS US Equity	3/30/07	21.06	240830935	5071899491
CDNS US Equity	12/29/06	17.91	173587235	3108947379
CDNS US Equity	9/29/06	16.96	144533000	2451279680
CDNS US Equity	6/30/06	17.12	140640244	2407760977
CDNS US Equity	3/31/06	18.49	133429687	2467114913
CDNS US Equity	12/30/05	16.92	118204607	2000021950
CDNS US Equity	9/30/05	16.16	81115400	1310824864
CDNS US Equity	6/30/05	13.66	86518900	1181848174
CDNS US Equity	3/31/05	14.95	115650800	1728979460
CDNS US Equity	12/31/04	13.81	108476800	1498064608
CDNS US Equity	9/30/04	13.04	108829800	1419140592
CDNS US Equity	6/30/04	14.63	106864100	1563421783
CDNS US Equity	3/31/04	14.74	116210000	1712935400
CDNS US Equity	12/31/03	17.98	142034765	2553785075
CDNS US Equity	9/30/03	13.4	165439500	2216889300
CDNS US Equity	6/30/03	12.06	108974600	1314233676
CDNS US Equity	3/31/03	10	105848500	1058485000
CDNS US Equity	12/31/02	11.79	93169000	1098462510
CDNS US Equity	9/30/02	10.17	91811500	933722955
CDNS US Equity	6/28/02	16.12	81635200	1315959424
CDNS US Equity	3/28/02	22.61	75520700	1707523027
CDNS US Equity	12/31/01	21.92	99805300	2187732176
CDNS US Equity	9/28/01	16.65	82161700	1367992305
CDNS US Equity	6/29/01	18.63	109308200	2036411766
CDNS US Equity	3/30/01	18.49	135744800	2509921352
CDNS US Equity	12/29/00	27.5	77807400	2139703500
CDNS US Equity	9/29/00	25.6875	90482200	2324261513
CDNS US Equity	6/30/00	20.375	85542300	1742924363
CDNS US Equity	3/31/00	20.625	103750300	2139849938
CDNS US Equity	12/31/99	24	86882600	2085182400
CDNS US Equity	9/30/99	13.375	139267000	1862696125
CDNS US Equity	6/30/99	12.625	197842800	2497765350
CDNS US Equity	3/31/99	25.75	101409100	2611284325
CDNS US Equity	12/31/98	29.75	107633500	3202096625
CDNS US Equity	9/30/98	25.5625	72293200	1847994925
CDNS US Equity	6/30/98	31.25	59443900	1857621875
CDNS US Equity	3/31/98	34.625	61171200	2118052800
CDNS US Equity	12/31/97	24.5	107373700	2630655650
CDNS US Equity	9/30/97	26.75	85394600	2284305550
CDNS US Equity	6/30/97	16.75	103048200	1726057350
CDNS US Equity	3/31/97	17.25	107904400	1861350900
CDNS US Equity	12/31/96	19.75	66992800	1323107800
CDNS US Equity	9/30/96	18	87702400	1578643200
CDNS US Equity	6/28/96	16.875	54381500	917687812.5
CDNS US Equity	3/29/96	14.7083	57998400	853057866.7
CDNS US Equity	12/29/95	14	65811450	921360300
CDNS US Equity	9/29/95	8.7222	50848650	443512095
CDNS US Equity	6/30/95	7.1944	80128800	576478638.7
CDNS US Equity	3/31/95	5.8889	91366650	538049065.2
CDNS US Equity	12/30/94	4.5833	62478000	286355417.4
CDNS US Equity	9/30/94	4.0278	99879300	402293844.5
CDNS US Equity	6/30/94	3.7222	83422350	310514671.2
CDNS US Equity	3/31/94	3.1111	96025950	298746333
CDNS US Equity	12/31/93	2.5833	44446500	114818643.5
CDNS US Equity	9/30/93	2.3333	61647300	143841645.1
CDNS US Equity	6/30/93	3.0278	119349000	361364902.2
CDNS US Equity	3/31/93	2.3333	127527750	297560499.1
CDNS US Equity	12/31/92	4.75	88530750	420521062.5
CDNS US Equity	9/30/92	3.8611	89099100	344020535
CDNS US Equity	6/30/92	4.5278	59281200	268413417.4
CDNS US Equity	3/31/92	4.5	84916800	382125600
CDNS US Equity	12/31/91	5.5833	60226200	336260942.5
CDNS US Equity	9/30/91	3.9722	70578900	280353506.6
CDNS US Equity	6/28/91	3.9444	65155950	257001129.2
CDNS US Equity	3/28/91	6.8056	61514550	418643421.5
CDNS US Equity	12/31/90	5.3056	31723650	168312997.4
CDNS US Equity	9/28/90	3.8889	72543150	282113056
CDNS US Equity	6/29/90	6.0556	73065600	442456047.4
CDNS US Equity	3/30/90	5.3889	73506150	396117291.7
CDNS US Equity	12/29/89	4.7222	47752650	225497563.8
CDNS US Equity	9/29/89	3.9167	36998100	144910458.3
CDNS US Equity	6/30/89	3.3611	46758600	157160330.5
CDNS US Equity	3/31/89	3.25	40346550	131126287.5
CDNS US Equity	12/30/88	2.5	32389650	80974125
CDNS US Equity	9/30/88	2.1389	26760600	57238247.34
CDNS US Equity	6/30/88	1.6944	19609166	33225770.87
CDNS US Equity	3/31/88	1.5347	17184647	26373277.75
CDNS US Equity	12/31/87	1.2277	11170705	13714274.53
CDNS US Equity	9/30/87	1.8928	6858905	12982535.38
CDNS US Equity	6/30/87	1.3556	21477876	29115408.71
NTAP US Equity	9/29/17	43.76	195188771	8541460619
NTAP US Equity	6/30/17	40.05	190011618	7609965301
NTAP US Equity	3/31/17	41.85	178842837	7484572728
NTAP US Equity	12/30/16	35.27	223449041	7881047676
NTAP US Equity	9/30/16	35.82	192228251	6885615951
NTAP US Equity	6/30/16	24.59	207129490	5093314159
NTAP US Equity	3/31/16	27.29	252533041	6891626689
NTAP US Equity	12/31/15	26.53	220317152	5845014043
NTAP US Equity	9/30/15	29.6	241372963	7144639705
NTAP US Equity	6/30/15	31.56	266457332	8409393398
NTAP US Equity	3/31/15	35.46	194495283	6896802735
NTAP US Equity	12/31/14	41.45	177380793	7352433870
NTAP US Equity	9/30/14	42.96	206108254	8854410592
NTAP US Equity	6/30/14	36.52	262340632	9580679881
NTAP US Equity	3/31/14	36.9	326070418	12031998424
NTAP US Equity	12/31/13	41.14	277463820	11414861555
NTAP US Equity	9/30/13	42.62	329579504	14046678460
NTAP US Equity	6/28/13	37.78	562610269	21255415963
NTAP US Equity	3/28/13	34.16	335970331	11476746507
NTAP US Equity	12/31/12	33.55	397971909	13351957547
NTAP US Equity	9/28/12	32.88	392361780	12900855326
NTAP US Equity	6/29/12	31.82	543639806	17298618627
NTAP US Equity	3/30/12	44.77	451571398	20216851488
NTAP US Equity	12/30/11	36.27	432613085	15690876593
NTAP US Equity	9/30/11	33.93	547273305	18568983239
NTAP US Equity	6/30/11	52.78	366300800	19333356224
NTAP US Equity	3/31/11	48.1475	398023232	19163823563
NTAP US Equity	12/31/10	54.96	384696512	21142920300
NTAP US Equity	9/30/10	49.79	495512492	24671566977
NTAP US Equity	6/30/10	37.31	464320956	17323814868
NTAP US Equity	3/31/10	32.54	398245027	12958893179
NTAP US Equity	12/31/09	34.36	400957951	13776915196
NTAP US Equity	9/30/09	26.68	496123718	13236580796
NTAP US Equity	6/30/09	19.72	664176505	13097560679
NTAP US Equity	3/31/09	14.84	652930141	9689483292
NTAP US Equity	12/31/08	13.97	626172084	8747624013
NTAP US Equity	9/30/08	18.23	555381041	10124596377
NTAP US Equity	6/30/08	21.66	550270596	11918861109
NTAP US Equity	3/31/08	20.05	505085346	10126961187
NTAP US Equity	12/31/07	24.96	528903462	13201430412
NTAP US Equity	9/28/07	26.91	598577775	16107727925
NTAP US Equity	6/29/07	29.19	448073050	13079252330
NTAP US Equity	3/30/07	36.52	291796152	10656395471
NTAP US Equity	12/29/06	39.28	211366000	8302456480
NTAP US Equity	9/29/06	37.01	286657639	10609199219
NTAP US Equity	6/30/06	35.3	266892280	9421297484
NTAP US Equity	3/31/06	36.03	274166982	9878236361
NTAP US Equity	12/30/05	27	267836832	7231594464
NTAP US Equity	9/30/05	23.74	384804937	9135269204
NTAP US Equity	6/30/05	28.27	275981466	7801996044
NTAP US Equity	3/31/05	27.66	341256751	9439161733
NTAP US Equity	12/31/04	33.22	327137724	10867515191
NTAP US Equity	9/30/04	23.05	285919707	6590449246
NTAP US Equity	6/30/04	21.53	261882343	5638326845
NTAP US Equity	3/31/04	21.53	352657290	7592711454
NTAP US Equity	12/31/03	20.44	381080211	7789279513
NTAP US Equity	9/30/03	20.53	429261509	8812738780
NTAP US Equity	6/30/03	16.08	437328764	7032246525
NTAP US Equity	3/31/03	11.19	406283839	4546316158
NTAP US Equity	12/31/02	10	509859321	5098593210
NTAP US Equity	9/30/02	7.33	460266520	3373753592
NTAP US Equity	6/28/02	12.44	544364400	6771893136
NTAP US Equity	3/28/02	20.38	699096700	14247590746
NTAP US Equity	12/31/01	21.87	780214200	17063284554
NTAP US Equity	9/28/01	6.8	467345900	3177952120
NTAP US Equity	6/29/01	13.7	694085700	9508974090
NTAP US Equity	3/30/01	16.8125	812309700	13656956831
NTAP US Equity	12/29/00	64.1875	656674900	42150320144
